發生地點,發生時間點,行政區,車種,受傷人數,緯度,經度
臺北市中正區中山南路前0.0公尺,2018/6/25 下午 02:20:00,中正區,其他慢車-慢車;普通重型-機車,1,25.038415,121.517983
臺北市中正區中山南路前0.0公尺,2018/10/19 下午 06:10:00,中正區,普通重型-機車;普通重型-機車,2,25.038492,121.517844
臺北市中正區中山南路前0.0公尺,2018/12/13 下午 05:23:00,中正區,普通重型-機車;腳踏自行車-慢車,2,25.038537,121.517843
臺北市中正區中山南路前0.0公尺,2018/4/21 上午 08:53:00,中正區,自用-小客車;普通重型-機車,1,25.038566,121.517829
臺北市中正區中山南路前0.0公尺,2018/11/19 下午 07:19:00,中正區,普通重型-機車;自用-小客車,1,25.038593,121.517698
臺北市中正區中山南路前0.0公尺,2018/12/31 上午 04:30:00,中正區,普通重型-機車,1,25.038634,121.517837
臺北市中正區中山南路前0.0公尺,2018/5/16 上午 08:05:00,中正區,普通重型-機車;普通重型-機車;乘客-人,2,25.038636,121.517918
臺北市中正區中山南路前0.0公尺,2018/8/30 下午 03:02:00,中正區,普通重型-機車;普通重型-機車,1,25.038647,121.517483
臺北市中正區中山南路前0.0公尺,2018/6/28 下午 03:21:00,中正區,普通重型-機車;計程車-小客車;乘客-人,2,25.038672,121.51775
臺北市中正區中山南路前0.0公尺,2018/1/10 上午 09:15:00,中正區,普通重型-機車;計程車-小客車;其他人-人,2,25.038687,121.517925
臺北市中正區中山南路前0.0公尺,2018/9/17 下午 12:41:00,中正區,普通重型-機車;普通重型-機車,1,25.038695,121.517399
臺北市中正區中山南路前0.0公尺,2018/12/6 下午 06:15:00,中正區,普通重型-機車;自用-小客車,1,25.038729,121.517951
臺北市中正區中山南路前0.0公尺,2018/7/19 下午 08:50:00,中正區,普通重型-機車;普通重型-機車,1,25.039514,121.517951
臺北市中正區中山南路前0.0公尺,2018/10/27 上午 12:02:00,中正區,普通重型-機車;普通重型-機車;普通重型-機車;乘客-人,3,25.038739,121.517409
臺北市中正區中山南路前0.0公尺,2018/4/20 下午 08:06:00,中正區,普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車,1,25.038751,121.517284
臺北市中正區中山南路前0.0公尺,2018/3/20 下午 02:08:00,中正區,計程車-小客車;普通重型-機車;民營客運-大客車,1,25.038776,121.517974
臺北市中正區中山南路前0.0公尺,2018/6/28 下午 07:25:00,中正區,自用-小客車;普通重型-機車,1,25.038777,121.517345
臺北市中正區中山南路前0.0公尺,2018/10/23 上午 11:24:00,中正區,普通重型-機車,1,25.039023,121.51812
臺北市中正區中山南路前0.0公尺,2018/10/14 下午 04:23:00,中正區,計程車-小客車;普通重型-機車,1,25.040201,121.51812
臺北市中正區中山南路前0.0公尺,2018/11/19 下午 05:09:00,中正區,民營公車-大客車;乘客-人,1,25.039137,121.518187
臺北市中正區中山南路前0.0公尺,2018/5/31 下午 04:14:00,中正區,普通重型-機車;普通重型-機車,1,25.039308,121.518122
臺北市中正區中山南路前0.0公尺,2018/4/22 下午 09:25:00,中正區,自用-小客車;普通重型-機車,1,25.039342,121.517935
臺北市中正區中山南路前0.0公尺,2018/11/17 上午 11:40:00,中正區,普通重型-機車;自用-小客車,1,25.039361,121.517905
臺北市中正區中山南路前0.0公尺,2018/12/25 下午 10:00:00,中正區,自用-小客車;普通重型-機車,1,25.039376,121.517898
臺北市中正區中山南路前0.0公尺,2018/12/10 下午 03:13:00,中正區,自用-小客車;普通重型-機車,1,25.039376,121.517904
臺北市中正區中山南路前0.0公尺,2018/2/23 下午 02:25:00,中正區,普通重型-機車,1,25.039532,121.517909
臺北市中正區中山南路前0.0公尺,2018/10/28 上午 04:35:00,中正區,計程車-小客車;乘客-人;普通重型-機車,1,25.039629,121.517678
臺北市中正區中山南路前0.0公尺,2018/1/10 下午 03:50:00,中正區,自用-小客車;普通重型-機車,1,25.039727,121.518093
臺北市中正區中山南路前0.0公尺,2018/9/8 下午 12:44:00,中正區,普通重型-機車;其他人-人,2,25.039993,121.518132
臺北市中正區中山南路前0.0公尺,2018/5/26 上午 10:50:00,中正區,計程車-小客車;普通重型-機車,1,25.040787,121.518
臺北市中正區中山南路前0.0公尺,2018/9/2 上午 10:58:00,中正區,計程車-小客車;普通重型-機車;乘客-人,1,25.040813,121.517673
臺北市中正區中山南路前0.0公尺,2018/11/23 下午 04:36:00,中正區,普通重型-機車;普通重型-機車;普通重型-機車,2,25.040941,121.518399
臺北市中正區中山南路前0.0公尺,2018/9/26 下午 04:16:00,中正區,普通重型-機車;普通重型-機車;自用-小客車;自用-小客車;普通重型-機車,2,25.041073,121.51809
臺北市中正區中山南路前0.0公尺,2018/3/21 上午 10:00:00,中正區,普通重型-機車;普通重型-機車;計程車-小客車,1,25.042245,121.518478
臺北市中正區中山南路前0.0公尺,2018/11/14 下午 06:30:00,中正區,普通重型-機車;普通重型-機車;民營客運-大客車,1,25.042331,121.518455
臺北市中正區中山南路前0.0公尺,2018/9/7 上午 08:56:00,中正區,普通重型-機車;自用-小客車,1,25.042374,121.518458
臺北市中正區中山南路前0.0公尺,2018/4/23 下午 12:30:00,中正區,普通重型-機車;租賃車-小客車,1,25.042478,121.518575
臺北市中正區中山南路前0.0公尺,2018/7/16 上午 12:13:00,中正區,普通重型-機車;普通重型-機車;乘客-人,3,25.043194,121.518996
臺北市中正區中山南路前0.0公尺,2018/3/31 上午 07:29:00,中正區,普通重型-機車;普通重型-機車;乘客-人,2,25.044414,121.519395
臺北市中正區中山南路前0.0公尺,2018/12/26 上午 08:36:00,中正區,普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車,2,25.044463,121.519461
臺北市中正區中山南路前0.0公尺,2018/12/21 上午 09:37:00,中正區,自用-小貨車(含客、貨兩用);大型重型2(250-550C.C.)-機車;自用-小貨車(含客、貨兩用);乘客-人,2,25.045591,121.519883
臺北市中正區中山南路前0.0公尺,2018/5/13 下午 11:40:00,中正區,普通重型-機車;腳踏自行車-慢車,2,25.045844,121.519537
臺北市中正區中正紀堂兩廳院停車場B1,2018/8/22 下午 02:23:00,中正區,自用-小客車;行人-人,1,25.03704,121.519256
臺北市中正區中正橋 / 臺北市中正區水源快速道路,2018/6/23 下午 02:15:00,中正區,自用-小客車;普通重型-機車;乘客-人,2,25.021148,121.517364
臺北市中正區中正橋 / 臺北市中正區水源快速道路,2018/3/16 上午 03:45:00,中正區,自用-小客車;普通重型-機車;乘客-人,2,25.02148,121.5166
臺北市中正區中正橋 / 臺北市中正區重慶南路3段,2018/7/3 上午 01:05:00,中正區,自用-小客車;普通重型-機車,1,25.021462,121.516445
臺北市中正區中正橋前0.0公尺,2018/6/7 下午 12:36:00,中正區,自用-小客車;普通重型-機車,1,25.02149,121.51659
臺北市中正區中正橋前0.0公尺,2018/3/14 上午 11:00:00,中正區,自用-小客車;普通重型-機車;其他人-人,2,25.021523,121.516473
臺北市中正區中正橋前0.0公尺,2018/10/26 上午 08:46:00,中正區,普通重型-機車;自用-小客車;普通重型-機車;普通重型-機車,3,25.021712,121.516551
臺北市中正區中正橋前0.0公尺,2018/12/1 下午 06:50:00,中正區,普通重型-機車;普通重型-機車;乘客-人,2,25.022038,121.516583
臺北市中正區忠孝東路1段 / 臺北市中正區八德路1段,2018/7/3 上午 10:35:00,中正區,普通輕型-機車;腳踏自行車-慢車,1,25.043351,121.528917
臺北市中正區忠孝東路1段 / 臺北市中正區八德路1段,2018/10/10 上午 10:58:00,中正區,普通重型-機車;其他人-人,2,25.04537,121.526208
臺北市中正區忠孝東路1段 / 臺北市中正區杭州北路,2018/2/28 下午 12:25:00,中正區,普通重型-機車;自用-小客車,1,25.044008,121.526895
臺北市中正區忠孝東路1段 / 臺北市中正區杭州南路1段,2018/3/6 下午 05:46:00,中正區,普通重型-機車;自用-小客車;乘客-人,2,25.04389,121.526878
臺北市中正區忠孝東路1段 / 臺北市中正區杭州南路1段,2018/7/20 下午 11:19:00,中正區,普通重型-機車;普通重型-機車,1,25.04395,121.526894
臺北市中正區忠孝東路1段 / 臺北市中正區杭州南路1段,2018/10/4 下午 09:00:00,中正區,自用-小客車;行人-人,1,25.043996,121.526852
臺北市中正區忠孝東路1段 / 臺北市中正區杭州南路1段,2018/9/8 下午 12:10:00,中正區,普通重型-機車;普通重型-機車,2,25.04401,121.526916
臺北市中正區忠孝東路1段 / 臺北市中正區林森北路,2018/3/25 下午 02:11:00,中正區,普通重型-機車;普通重型-機車,1,25.044872,121.523407
臺北市中正區忠孝東路1段 / 臺北市中正區林森北路,2018/12/4 上午 09:11:00,中正區,普通重型-機車;普通重型-機車,2,25.044909,121.52334
臺北市中正區忠孝東路1段 / 臺北市中正區林森北路,2018/8/29 下午 07:23:00,中正區,計程車-小客車;行人-人,1,25.044916,121.52339
臺北市中正區忠孝東路1段 / 臺北市中正區林森南路,2018/6/22 上午 10:13:00,中正區,普通重型-機車;自用-小客車,1,25.044249,121.523723
臺北市中正區忠孝東路1段 / 臺北市中正區林森南路,2018/7/21 下午 02:03:00,中正區,普通重型-機車;自用-小客車,1,25.044671,121.523337
臺北市中正區忠孝東路1段 / 臺北市中正區林森南路,2018/4/30 下午 09:49:00,中正區,計程車-小客車;普通重型-機車,1,25.044716,121.523329
臺北市中正區忠孝東路1段 / 臺北市中正區林森南路,2018/9/11 上午 08:00:00,中正區,大型重型2(250-550C.C.)-機車;自用-小客車,1,25.044753,121.523363
臺北市中正區忠孝東路1段 / 臺北市中正區林森南路,2018/2/3 下午 03:57:00,中正區,普通重型-機車;自用-小客車;民營公車-大客車,2,25.044917,121.523383
臺北市中正區忠孝東路1段 / 臺北市中正區紹興北街,2018/11/17 上午 09:28:00,中正區,計程車-小客車;普通重型-機車,1,25.044325,121.525087
臺北市中正區忠孝東路1段 / 臺北市中正區紹興南街,2018/6/21 下午 02:40:00,中正區,營業用-小貨車(含客、貨兩用);普通重型-機車,1,25.04428,121.525069
臺北市中正區忠孝東路1段 / 臺北市中正區紹興南街,2018/8/1 下午 01:10:00,中正區,自用-小客車;行人-人,1,25.044303,121.525126
臺北市中正區忠孝東路1段 / 臺北市中正區天津街,2018/11/29 上午 12:08:00,中正區,自用-小客車;計程車-小客車;計程車-小客車,1,25.045258,121.521694
臺北市中正區忠孝東路1段 / 臺北市中正區天津街,2018/8/24 上午 10:25:00,中正區,租賃車-小客車;行人-人,1,25.045288,121.521622
臺北市中正區忠孝東路1段 / 臺北市中正區天津街,2018/10/28 下午 03:05:00,中正區,自用-小客車;普通重型-機車;乘客-人,2,25.045294,121.521627
臺北市中正區忠孝東路1段 / 臺北市中正區天津街,2018/3/25 下午 03:00:00,中正區,普通重型-機車;普通重型-機車;其他人-人,3,25.045297,121.521653
臺北市中正區忠孝東路1段 / 臺北市中正區鎮江街,2018/8/5 下午 01:25:00,中正區,行人-人,1,25.045137,121.521568
臺北市中正區忠孝東路1段 / 臺北市中正區鎮江街,2018/4/28 下午 07:14:00,中正區,普通重型-機車;普通重型-機車;其他人-人,3,25.045157,121.521602
臺北市中正區忠孝東路1段 / 臺北市中正區鎮江街,2018/5/14 下午 01:13:00,中正區,自用-小貨車(含客、貨兩用);行人-人,1,25.045297,121.521653
臺北市中正區忠孝東路1段 / 臺北市中正區中山北路1段,2018/3/1 下午 01:12:00,中正區,計程車-小客車;普通重型-機車,1,25.045805,121.5197
臺北市中正區忠孝東路1段 / 臺北市中正區中山南路,2018/9/26 下午 05:21:00,中正區,自用-小貨車(含客、貨兩用);普通重型-機車,1,25.045523,121.519725
臺北市中正區忠孝東路1段 / 臺北市中正區忠孝東路1段,2018/1/4 上午 09:50:00,中正區,普通重型-機車;自用-小客車,1,25.04412,121.526127
臺北市中正區忠孝東路1段11號前0.0公尺,2018/10/17 下午 10:10:00,中正區,自用-小客車;普通重型-機車,1,25.044886,121.523857
臺北市中正區忠孝東路1段12號前0.0公尺,2018/7/22 下午 02:30:00,中正區,自用-小客車;普通重型-機車,1,25.045041,121.52195
臺北市中正區忠孝東路1段138號前0.0公尺,2018/5/21 上午 07:18:00,中正區,計程車-小客車;行人-人,1,25.044127,121.525431
臺北市中正區忠孝東路1段138號前0.0公尺,2018/8/13 上午 08:46:00,中正區,普通重型-機車,1,25.044454,121.524477
臺北市中正區忠孝東路1段1號前0.0公尺,2018/9/27 下午 07:00:00,中正區,普通重型-機車;普通重型-機車,1,25.045433,121.521164
臺北市中正區忠孝東路1段23號前0.0公尺,2018/11/27 下午 02:00:00,中正區,計程車-小客車;普通重型-機車,1,25.044626,121.524453
臺北市中正區忠孝東路1段23號前0.0公尺,2018/8/29 下午 03:29:00,中正區,自用-小客車;普通重型-機車,1,25.044633,121.524488
臺北市中正區忠孝東路1段2號前0.0公尺,2018/10/27 下午 04:20:00,中正區,普通重型-機車;計程車-小客車;乘客-人,2,25.045228,121.51999
臺北市中正區忠孝東路1段35號前0.0公尺,2018/10/16 上午 09:40:00,中正區,普通重型-機車;計程車-小客車,1,25.044182,121.526249
臺北市中正區忠孝東路1段70巷前0.0公尺,2018/12/23 下午 03:48:00,中正區,自用-小客車;普通重型-機車,1,25.044666,121.523611
臺北市中正區忠孝東路1段7號前0.0公尺,2018/5/22 上午 09:40:00,中正區,民營客運-大客車;乘客-人,1,25.045261,121.522529
臺北市中正區忠孝東路1段83號前0.0公尺,2018/5/14 下午 06:45:00,中正區,計程車-小客車;普通重型-機車,1,25.044158,121.526356
臺北市中正區忠孝東路1段85號前0.0公尺,2018/6/25 下午 08:34:00,中正區,計程車-小客車;普通重型-機車,1,25.044063,121.526743
臺北市中正區忠孝東路1段85號前0.0公尺,2018/8/19 上午 07:59:00,中正區,計程車-小客車;普通重型-機車;普通重型-機車,1,25.044121,121.526565
臺北市中正區忠孝東路1段前0.0公尺,2018/5/28 上午 06:30:00,中正區,大型重型2(250-550C.C.)-機車;普通重型-機車,1,25.042627,121.532761
臺北市中正區忠孝東路1段前0.0公尺,2018/12/31 下午 12:15:00,中正區,普通重型-機車,1,25.04472,121.52331
臺北市中正區忠孝東路2段 / 臺北市中正區八德路,2018/12/8 下午 03:50:00,中正區,普通重型-機車;普通重型-機車;計程車-小客車,1,25.04342,121.529011
臺北市中正區忠孝東路2段 / 臺北市中正區八德路1段,2018/3/1 下午 05:59:00,中正區,普通重型-機車;普通重型-機車;自用-小客車,1,25.043374,121.528895
臺北市中正區忠孝東路2段 / 臺北市中正區八德路1段,2018/8/21 下午 12:46:00,中正區,普通重型-機車;普通重型-機車,2,25.043394,121.529284
臺北市中正區忠孝東路2段 / 臺北市中正區八德路1段,2018/2/6 上午 11:30:00,中正區,自用-小客車;自用-小客車;其他人-人,1,25.043396,121.529241
臺北市中正區忠孝東路2段 / 臺北市中正區杭州北路,2018/3/24 上午 10:49:00,中正區,普通重型-機車;自用-小客車,1,25.04389,121.526949
臺北市中正區忠孝東路2段 / 臺北市中正區杭州北路,2018/12/4 下午 06:10:00,中正區,普通重型-機車;自用-小客車,1,25.043981,121.526905
臺北市中正區忠孝東路2段 / 臺北市中正區杭州北路,2018/10/11 下午 04:41:00,中正區,電動輔助自行車-慢車;租賃車-小客車,1,25.04401,121.526916
臺北市中正區忠孝東路2段 / 臺北市中正區杭州南路1段,2018/8/14 上午 09:52:00,中正區,自用-小客車;普通重型-機車,1,25.043749,121.526844
臺北市中正區忠孝東路2段 / 臺北市中正區濟南路2段,2018/10/31 上午 09:19:00,中正區,自用-小客車;普通重型-機車,1,25.040241,121.531607
臺北市中正區忠孝東路2段 / 臺北市中正區濟南路2段,2018/2/12 下午 01:15:00,中正區,普通輕型-機車;普通重型-機車,2,25.040264,121.531582
臺北市中正區忠孝東路2段 / 臺北市中正區濟南路2段,2018/3/12 上午 09:30:00,中正區,腳踏自行車-慢車;大型重型1(550C.C.以上)-機車,2,25.040265,121.531549
臺北市中正區忠孝東路2段 / 臺北市中正區濟南路2段,2018/1/2 下午 02:11:00,中正區,計程車-小客車;行人-人,1,25.040265,121.531569
臺北市中正區忠孝東路2段 / 臺北市中正區金山北路,2018/1/28 下午 03:53:00,中正區,自用-小客車;普通重型-機車,1,25.043168,121.53
臺北市中正區忠孝東路2段 / 臺北市中正區金山北路,2018/8/13 下午 12:10:00,中正區,自用-小客車;普通重型-機車;乘客-人,2,25.043184,121.529992
臺北市中正區忠孝東路2段 / 臺北市中正區金山北路,2018/4/25 上午 07:00:00,中正區,普通重型-機車;其他人-人,2,25.043245,121.529772
臺北市中正區忠孝東路2段 / 臺北市中正區金山北路1段,2018/9/19 上午 12:30:00,中正區,普通重型-機車;普通重型-機車,2,25.043147,121.529968
臺北市中正區忠孝東路2段 / 臺北市中正區金山南路1段,2018/9/2 上午 10:35:00,中正區,普通重型-機車;普通輕型-機車,2,25.041808,121.529351
臺北市中正區忠孝東路2段 / 臺北市中正區金山南路1段,2018/2/1 下午 05:50:00,中正區,普通重型-機車;普通重型-機車,2,25.043018,121.529837
臺北市中正區忠孝東路2段 / 臺北市中正區金山南路1段,2018/4/3 上午 10:35:00,中正區,自用-小貨車(含客、貨兩用);普通重型-機車,1,25.04302,121.529881
臺北市中正區忠孝東路2段 / 臺北市中正區金山南路1段,2018/3/23 下午 10:39:00,中正區,自用-小客車;普通重型-機車,1,25.043058,121.52995
臺北市中正區忠孝東路2段 / 臺北市中正區金山南路1段,2018/9/30 下午 04:46:00,中正區,普通重型-機車;普通重型-機車;乘客-人,3,25.043074,121.52971
臺北市中正區忠孝東路2段 / 臺北市中正區金山南路1段,2018/8/25 上午 02:14:00,中正區,普通重型-機車;普通重型-機車;乘客-人,3,25.043077,121.52972
臺北市中正區忠孝東路2段 / 臺北市中正區金山南路1段,2018/12/27 上午 09:40:00,中正區,租賃車-小客車;普通重型-機車,1,25.043106,121.529723
臺北市中正區忠孝東路2段 / 臺北市中正區金山南路1段,2018/12/31 下午 05:50:00,中正區,普通重型-機車,1,25.043114,121.529749
臺北市中正區忠孝東路2段 / 臺北市中正區金山南路1段,2018/1/14 下午 03:06:00,中正區,自用-小貨車(含客、貨兩用);普通重型-機車;其他人-人,2,25.043149,121.530017
臺北市中正區忠孝東路2段 / 臺北市中正區金山南路1段,2018/7/27 下午 02:58:00,中正區,自用-小客車;普通輕型-機車;其他人-人,2,25.043184,121.529992
臺北市中正區忠孝東路2段 / 臺北市中正區金山南路1段,2018/5/26 下午 07:37:00,中正區,普通重型-機車;計程車-小客車,1,25.043192,121.529904
臺北市中正區忠孝東路2段 / 臺北市中正區金山南路1段,2018/8/28 下午 08:05:00,中正區,自用-小客車;普通重型-機車,1,25.043228,121.529762
臺北市中正區忠孝東路2段 / 臺北市中正區臨沂街,2018/12/11 下午 11:22:00,中正區,自用-小客車;計程車-小客車;乘客-人;乘客-人,2,25.042872,121.530683
臺北市中正區忠孝東路2段 / 臺北市中正區臨沂街,2018/6/10 上午 03:19:00,中正區,營業用-曳引車;計程車-小客車,1,25.042891,121.530688
臺北市中正區忠孝東路2段 / 臺北市中正區臨沂街,2018/5/4 上午 08:49:00,中正區,普通重型-機車;自用-小客車,1,25.042943,121.53073
臺北市中正區忠孝東路2段 / 臺北市中正區臨沂街,2018/6/10 上午 04:00:00,中正區,自用-小客車;計程車-小客車,1,25.042977,121.530731
臺北市中正區忠孝東路2段 / 臺北市中正區新生南路1段,2018/11/8 上午 08:30:00,中正區,自用-小客車;行人-人,1,25.041739,121.531694
臺北市中正區忠孝東路2段 / 臺北市中正區新生南路1段,2018/11/21 上午 08:28:00,中正區,普通重型-機車;普通重型-機車,2,25.042301,121.532699
臺北市中正區忠孝東路2段 / 臺北市中正區新生南路1段,2018/6/30 上午 08:19:00,中正區,計程車-小客車;普通重型-機車,1,25.042316,121.532691
臺北市中正區忠孝東路2段 / 臺北市中正區新生南路1段,2018/3/5 下午 09:35:00,中正區,普通重型-機車;普通重型-機車,1,25.042381,121.532732
臺北市中正區忠孝東路2段 / 臺北市中正區新生南路1段,2018/8/17 下午 01:17:00,中正區,普通重型-機車;普通重型-機車;其他人-人,2,25.042324,121.532746
臺北市中正區忠孝東路2段 / 臺北市中正區新生南路1段,2018/3/26 上午 10:00:00,中正區,普通重型-機車;腳踏自行車-慢車,1,25.042324,121.532746
臺北市中正區忠孝東路2段 / 臺北市中正區新生南路1段,2018/1/13 下午 01:38:00,中正區,計程車-小客車;普通重型-機車,1,25.042409,121.532329
臺北市中正區忠孝東路2段 / 臺北市中正區新生南路1段,2018/11/27 上午 11:01:00,中正區,普通重型-機車,1,25.042456,121.53277
臺北市中正區忠孝東路2段 / 臺北市中正區新生南路1段,2018/2/5 上午 07:22:00,中正區,普通重型-機車,1,25.042492,121.532763
臺北市中正區忠孝東路2段 / 臺北市中正區新生南路1段,2018/8/26 下午 11:43:00,中正區,行人-人;普通重型-機車;乘客-人,3,25.042497,121.53275
臺北市中正區忠孝東路2段 / 臺北市中正區忠孝東路2段,2018/1/11 下午 01:05:00,中正區,普通重型-機車;普通重型-機車;乘客-人,3,25.043302,121.529032
臺北市中正區忠孝東路2段106號前0.0公尺,2018/9/3 下午 06:41:00,中正區,普通重型-機車;自用-小客車,1,25.042801,121.530871
臺北市中正區忠孝東路2段123號前0.0公尺,2018/6/2 下午 10:50:00,中正區,自用-小客車;腳踏自行車-慢車,1,25.042532,121.532596
臺北市中正區忠孝東路2段126號前0.0公尺,2018/1/26 上午 08:15:00,中正區,自用-小客車;普通重型-機車,1,25.042517,121.531619
臺北市中正區忠孝東路2段130號前0.0公尺,2018/8/18 下午 04:51:00,中正區,租賃車-小客車;普通重型-機車,1,25.042541,121.531827
臺北市中正區忠孝東路2段132號前0.0公尺,2018/1/24 上午 09:02:00,中正區,自用-小客車;其他人-人,2,25.042537,121.531828
臺北市中正區忠孝東路2段18號前0.0公尺,2018/2/5 下午 06:01:00,中正區,計程車-小客車;普通重型-機車,1,25.043741,121.527324
臺北市中正區忠孝東路2段23號前0.0公尺,2018/9/29 下午 03:40:00,中正區,普通重型-機車;普通重型-機車,1,25.043845,121.527617
臺北市中正區忠孝東路2段79號前0.0公尺,2018/9/10 下午 07:18:00,中正區,普通重型-機車,1,25.043146,121.530182
臺北市中正區忠孝東路2段9號前0.0公尺,2018/8/1 下午 03:58:00,中正區,普通重型-機車;自用-小客車,1,25.043945,121.52715
臺北市中正區忠孝東路2段9號前0.0公尺,2018/6/2 下午 04:42:00,中正區,自用-小客車;普通重型-機車;普通重型-機車,2,25.043978,121.526994
臺北市中正區忠孝東路2段前0.0公尺,2018/6/1 上午 08:40:00,中正區,自用-小客車;普通重型-機車,1,25.043285,121.529776
臺北市中正區忠孝西路1段 / 臺北市中正區公園路,2018/10/26 下午 07:20:00,中正區,普通重型-機車;自用-小客車;乘客-人,2,25.045986,121.519409
臺北市中正區忠孝西路1段 / 臺北市中正區公園路,2018/9/13 上午 09:05:00,中正區,民營公車-大客車;其他人-人,1,25.046131,121.517339
臺北市中正區忠孝西路1段 / 臺北市中正區公園路,2018/4/14 下午 10:18:00,中正區,計程車-小客車;行人-人,1,25.046267,121.517632
臺北市中正區忠孝西路1段 / 臺北市中正區館前路,2018/2/1 下午 09:54:00,中正區,計程車-小客車;普通重型-機車,1,25.046739,121.515016
臺北市中正區忠孝西路1段 / 臺北市中正區館前路,2018/8/23 上午 02:15:00,中正區,普通重型-機車;計程車-小客車;乘客-人;乘客-人,3,25.046788,121.514998
臺北市中正區忠孝西路1段 / 臺北市中正區館前路,2018/12/25 上午 08:10:00,中正區,民營公車-大客車;乘客-人,1,25.046883,121.515029
臺北市中正區忠孝西路1段 / 臺北市中正區館前路,2018/11/20 下午 07:40:00,中正區,自用-小客車;行人-人,1,25.046872,121.514977
臺北市中正區忠孝西路1段 / 臺北市中正區懷寧街,2018/1/26 下午 03:40:00,中正區,民營公車-大客車;乘客-人,1,25.046884,121.514353
臺北市中正區忠孝西路1段 / 臺北市中正區延平北路,2018/10/15 上午 08:10:00,中正區,普通重型-機車;租賃車-小客車;乘客-人,2,25.048176,121.511464
臺北市中正區忠孝西路1段 / 臺北市中正區延平北路1段,2018/1/31 上午 02:50:00,中正區,普通重型-機車;計程車-小客車,1,25.047999,121.511235
臺北市中正區忠孝西路1段 / 臺北市中正區延平北路1段,2018/7/14 下午 02:09:00,中正區,普通重型-機車;自用-小客車,1,25.048153,121.511446
臺北市中正區忠孝西路1段 / 臺北市中正區延平北路1段,2018/4/29 下午 09:27:00,中正區,普通重型-機車;自用-小客車,1,25.048178,121.511422
臺北市中正區忠孝西路1段 / 臺北市中正區延平北路1段,2018/1/13 上午 12:10:00,中正區,普通重型-機車;普通重型-機車,2,25.048199,121.511417
臺北市中正區忠孝西路1段 / 臺北市中正區延平北路1段,2018/7/21 下午 10:08:00,中正區,民營公車-大客車;腳踏自行車-慢車,1,25.049264,121.509635
臺北市中正區忠孝西路1段 / 臺北市中正區重慶北路1段,2018/9/20 下午 04:50:00,中正區,自用-小客車;普通重型-機車,1,25.047235,121.513309
臺北市中正區忠孝西路1段 / 臺北市中正區重慶北路1段,2018/4/7 下午 05:55:00,中正區,普通重型-機車;其他人-人,1,25.047313,121.513322
臺北市中正區忠孝西路1段 / 臺北市中正區重慶南路1段,2018/6/13 上午 10:53:00,中正區,普通重型-機車;計程車-小客車,1,25.047111,121.513261
臺北市中正區忠孝西路1段 / 臺北市中正區重慶南路1段,2018/6/2 下午 03:25:00,中正區,普通重型-機車,1,25.047116,121.513261
臺北市中正區忠孝西路1段 / 臺北市中正區重慶南路1段,2018/6/5 上午 07:05:00,中正區,自用-小客車;行人-人,1,25.047134,121.513378
臺北市中正區忠孝西路1段 / 臺北市中正區重慶南路1段,2018/4/2 下午 06:29:00,中正區,計程車-小客車;普通重型-機車,1,25.047164,121.513292
臺北市中正區忠孝西路1段 / 臺北市中正區重慶南路1段,2018/6/15 下午 12:20:00,中正區,計程車-小客車;普通重型-機車,1,25.047166,121.513291
臺北市中正區忠孝西路1段 / 臺北市中正區重慶南路1段,2018/11/2 下午 12:05:00,中正區,自用-小貨車(含客、貨兩用);行人-人,1,25.047248,121.513263
臺北市中正區忠孝西路1段 / 臺北市中正區重慶南路1段,2018/11/21 上午 09:20:00,中正區,自用-小貨車(含客、貨兩用);普通重型-機車,1,25.047422,121.513283
臺北市中正區忠孝西路1段102號前0.0公尺,2018/9/1 下午 12:03:00,中正區,自用-小客車;普通重型-機車;乘客-人,1,25.047384,121.512645
臺北市中正區忠孝西路1段前0.0公尺,2018/7/6 上午 04:53:00,中正區,腳踏自行車-慢車;行人-人,1,25.045668,121.51895
臺北市中正區忠孝西路1段前0.0公尺,2018/11/14 下午 12:49:00,中正區,大型重型1(550C.C.以上)-機車;租賃車-小客車,1,25.04694,121.514225
臺北市中正區忠孝西路1段前0.0公尺,2018/5/1 下午 09:54:00,中正區,自用-小客車;普通重型-機車;其他人-人,2,25.04797,121.5113
臺北市中正區忠孝西路1段前0.0公尺,2018/9/7 下午 08:30:00,中正區,營業用-曳引車;大型重型1(550C.C.以上)-機車;乘客-人,2,25.048477,121.5101
臺北市中正區重慶北路1段 / 臺北市中正區北平西路,2018/2/13 下午 12:05:00,中正區,自用-小客車;普通重型-機車,1,25.048092,121.513292
臺北市中正區重慶北路1段 / 臺北市中正區北平西路,2018/2/28 上午 08:25:00,中正區,自用-小客車;普通重型-機車,1,25.048196,121.513353
臺北市中正區重慶北路1段 / 臺北市中正區北平西路,2018/12/18 下午 04:50:00,中正區,自用-小客車;普通重型-機車,1,25.049577,121.513627
臺北市中正區重慶北路1段 / 臺北市中正區鄭州路,2018/11/9 上午 10:29:00,中正區,自用-小貨車(含客、貨兩用);普通重型-機車,1,25.048797,121.513315
臺北市中正區重慶北路1段 / 臺北市中正區鄭州路,2018/9/3 上午 07:31:00,中正區,自用-小客車;普通重型-機車,1,25.049187,121.513803
