發生地點,發生時間點,行政區,車種,受傷人數,緯度,經度
臺北市大安區建國高架道前0.0公尺,2019/1/29 上午 09:20:00,大安區,大型重型2(250-550C.C.)-機車;計程車-小客車,1,25.034627,121.537877
臺北市大安區建國高架道前0.0公尺,2019/11/3 下午 06:13:00,大安區,計程車-小客車;租賃車-小客車;自用-小客車;乘客-人,3,25.034632,121.538091
臺北市大安區建國高架道前0.0公尺,2019/9/4 上午 05:56:00,大安區,計程車-小客車,1,25.041935,121.536954
臺北市大安區建國南路1段 / 臺北市大安區濟南路3段,2019/1/28 上午 09:38:00,大安區,計程車-小客車;普通重型-機車,1,25.039152,121.537301
臺北市大安區建國南路1段 / 臺北市大安區濟南路3段,2019/9/12 下午 06:24:00,大安區,普通重型-機車;普通重型-機車,2,25.040174,121.537969
臺北市大安區建國南路1段 / 臺北市大安區建國南路1段,2019/5/31 上午 08:30:00,大安區,計程車-小客車;腳踏自行車-慢車,1,25.036126,121.538279
臺北市大安區建國南路1段 / 臺北市大安區建國南路1段,2019/5/8 下午 12:15:00,大安區,自用-小客車;普通重型-機車,1,25.039792,121.537452
臺北市大安區建國南路1段 / 臺北市大安區建國南路1段,2019/5/11 上午 06:59:00,大安區,自用-小客車;大型重型2(250-550C.C.)-機車,1,25.039813,121.537747
臺北市大安區建國南路1段 / 臺北市大安區建國南路1段,2019/9/4 下午 01:50:00,大安區,普通重型-機車;普通重型-機車,2,25.040778,121.537743
臺北市大安區建國南路1段 / 臺北市大安區建國南路1段,2019/11/30 上午 01:37:00,大安區,普通輕型-機車;普通重型-機車;乘客-人,2,25.043718,121.536357
臺北市大安區建國南路1段 / 臺北市大安區仁愛路3段,2019/2/27 下午 06:45:00,大安區,普通重型-機車;普通重型-機車,2,25.037994,121.538048
臺北市大安區建國南路1段 / 臺北市大安區仁愛路3段,2019/4/3 下午 08:08:00,大安區,普通重型-機車;普通重型-機車;乘客-人;乘客-人,4,25.038418,121.537646
臺北市大安區建國南路1段 / 臺北市大安區仁愛路3段,2019/8/16 上午 07:04:00,大安區,普通重型-機車;自用-小客車,1,25.03969,121.535896
臺北市大安區建國南路1段 / 臺北市大安區仁愛路3段,2019/1/27 上午 11:20:00,大安區,普通重型-機車;自用-小客車;乘客-人,2,25.03969,121.535896
臺北市大安區建國南路1段 / 臺北市大安區新生南路1段,2019/4/10 上午 10:10:00,大安區,普通重型-機車;普通重型-機車,1,25.034501,121.537573
臺北市大安區建國南路1段 / 臺北市大安區忠孝東路3段,2019/1/18 下午 04:51:00,大安區,普通重型-機車;普通重型-機車,2,25.041449,121.53757
臺北市大安區建國南路1段 / 臺北市大安區忠孝東路3段,2019/12/26 下午 04:10:00,大安區,自用-小客車;普通重型-機車,1,25.041811,121.537149
臺北市大安區建國南路1段 / 臺北市大安區忠孝東路3段,2019/12/23 上午 07:50:00,大安區,自用-小客車;普通重型-機車,1,25.041842,121.536739
臺北市大安區建國南路1段 / 臺北市大安區忠孝東路3段,2019/12/7 下午 11:57:00,大安區,營業用-大貨車;普通重型-機車,1,25.041842,121.536739
臺北市大安區建國南路1段160號前0.0公尺,2019/8/29 下午 07:17:00,大安區,自用-小客車;普通重型-機車,1,25.041062,121.53704
臺北市大安區建國南路1段206號前0.0公尺,2019/5/6 下午 06:58:00,大安區,自用-小貨車(含客、貨兩用);普通重型-機車;行人-人,2,25.0398,121.537306
臺北市大安區建國南路1段258巷前0.0公尺,2019/4/20 下午 09:55:00,大安區,租賃車-小客車;普通重型-機車,1,25.036813,121.537407
臺北市大安區建國南路1段270巷前0.0公尺,2019/11/8 下午 10:51:00,大安區,普通重型-機車;普通重型-機車;乘客-人,3,25.03632,121.53748
臺北市大安區建國南路1段275號前0.0公尺,2019/9/10 下午 01:01:00,大安區,普通重型-機車;行人-人,1,25.036283,121.537924
臺北市大安區建國南路1段276號前0.0公尺,2019/7/16 上午 10:33:00,大安區,普通重型-機車;租賃車-小客車;乘客-人,2,25.03634,121.537425
臺北市大安區建國南路1段28號前0.0公尺,2019/8/12 下午 10:25:00,大安區,計程車-小客車;普通重型-機車,1,25.044317,121.536379
臺北市大安區建國南路1段313號前0.0公尺,2019/12/24 下午 01:44:00,大安區,普通重型-機車;普通重型-機車,1,25.035089,121.538092
臺北市大安區建國南路1段336號前0.0公尺,2019/4/15 上午 09:05:00,大安區,自用-小客車;普通輕型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通輕型-機車;普通輕型-機車,1,25.034516,121.537604
臺北市大安區建國南路1段南側 / 臺北市大安區濟南路3段,2019/10/23 下午 03:42:00,大安區,自用-小貨車(含客、貨兩用);普通重型-機車,1,25.039822,121.5375
臺北市大安區建國南路1段前0.0公尺,2019/1/23 上午 09:00:00,大安區,自用-小客車;普通重型-機車,1,25.038289,121.538114
臺北市大安區建國南路1段前0.0公尺,2019/3/29 下午 05:34:00,大安區,租賃車-小客車;普通重型-機車,1,25.03848,121.537346
臺北市大安區建國南路1段前0.0公尺,2019/6/20 下午 02:50:00,大安區,營業用-小貨車(含客、貨兩用);普通重型-機車,1,25.039957,121.538004
臺北市大安區建國南路1段前0.0公尺,2019/9/23 下午 08:54:00,大安區,自用-小客車;普通重型-機車,1,25.042774,121.53644
臺北市大安區建國南路1段前0.0公尺,2019/10/8 下午 02:30:00,大安區,自用-小貨車(含客、貨兩用);普通重型-機車,1,25.042954,121.536972
臺北市大安區建國南路1段前0.0公尺,2019/11/22 下午 10:27:00,大安區,普通重型-機車;普通重型-機車,2,25.043727,121.536355
臺北市大安區建國南路2段 / 臺北市大安區建國南路2段,2019/11/30 下午 07:00:00,大安區,普通重型-機車;自用-小客車;乘客-人,2,25.023244,121.537382
臺北市大安區建國南路2段 / 臺北市大安區建國南路2段,2019/3/28 上午 08:00:00,大安區,自用-小客車;普通重型-機車;乘客-人,2,25.025072,121.537651
臺北市大安區建國南路2段 / 臺北市大安區建國南路2段,2019/10/13 下午 01:47:00,大安區,自用-小貨車(含客、貨兩用);普通輕型-機車,1,25.028729,121.53747
臺北市大安區建國南路2段 / 臺北市大安區建國南路2段,2019/10/5 上午 02:15:00,大安區,自用-小客車;普通重型-機車,1,25.02877,121.537973
臺北市大安區建國南路2段 / 臺北市大安區建國南路2段,2019/10/11 上午 11:17:00,大安區,計程車-小客車;普通重型-機車,1,25.02882,121.537484
臺北市大安區建國南路2段 / 臺北市大安區建國南路2段,2019/1/4 下午 04:37:00,大安區,普通重型-機車;普通重型-機車,2,25.029155,121.538398
臺北市大安區建國南路2段 / 臺北市大安區建國南路2段,2019/11/13 下午 12:48:00,大安區,普通重型-機車;腳踏自行車-慢車,2,25.030842,121.538018
臺北市大安區建國南路2段 / 臺北市大安區建國南路2段,2019/6/8 上午 08:17:00,大安區,電動輔助自行車-慢車;普通重型-機車,2,25.031145,121.539144
臺北市大安區建國南路2段 / 臺北市大安區建國南路2段,2019/9/26 下午 06:37:00,大安區,自用-小客車;普通重型-機車,1,25.031158,121.538007
臺北市大安區建國南路2段 / 臺北市大安區建國南路2段,2019/3/19 下午 02:36:00,大安區,計程車-小客車;普通重型-機車,1,25.031163,121.538035
臺北市大安區建國南路2段 / 臺北市大安區建國南路2段,2019/10/9 下午 06:02:00,大安區,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人,2,25.031192,121.538032
臺北市大安區建國南路2段 / 臺北市大安區建國南路2段,2019/5/7 上午 10:03:00,大安區,計程車-小客車;腳踏自行車-慢車,1,25.031217,121.538261
臺北市大安區建國南路2段 / 臺北市大安區辛亥路2段,2019/12/22 上午 12:41:00,大安區,自用-小客車;普通重型-機車,1,25.022842,121.537521
臺北市大安區建國南路2段 / 臺北市大安區辛亥路2段,2019/5/28 上午 09:26:00,大安區,遊覽車-大客車;普通重型-機車;自用-小客車,1,25.023366,121.537392
臺北市大安區建國南路2段 / 臺北市大安區信義路3段,2019/8/31 下午 06:37:00,大安區,自用-小客車;普通重型-機車,1,25.028572,121.539451
臺北市大安區建國南路2段 / 臺北市大安區信義路3段,2019/2/1 上午 08:55:00,大安區,普通重型-機車;普通重型-機車,2,25.033632,121.538039
臺北市大安區建國南路2段151巷前0.0公尺,2019/12/29 下午 02:17:00,大安區,自用-小貨車(含客、貨兩用);普通重型-機車,1,25.028838,121.537758
臺北市大安區建國南路2段151巷前0.0公尺,2019/12/9 下午 05:32:00,大安區,自用-小客車;普通重型-機車,1,25.028896,121.537489
臺北市大安區建國南路2段19號前0.0公尺,2019/4/29 上午 08:40:00,大安區,自用-小客車;普通重型-機車;普通重型-機車,2,25.032614,121.538032
臺北市大安區建國南路2段231號前0.0公尺,2019/6/28 上午 11:55:00,大安區,普通重型-機車;自用-小客車,1,25.025857,121.537947
臺北市大安區建國南路2段269號前0.0公尺,2019/10/24 上午 09:29:00,大安區,自用-小客車;普通重型-機車,1,25.02413,121.538016
臺北市大安區建國南路2段269號前0.0公尺,2019/9/1 上午 09:00:00,大安區,自用-小客車;普通重型-機車,1,25.028106,121.537463
臺北市大安區建國南路2段27號前0.0公尺,2019/7/29 上午 09:11:00,大安區,自用-小客車;行人-人,1,25.031405,121.538264
臺北市大安區建國南路2段3號前0.0公尺,2019/10/4 上午 11:54:00,大安區,普通重型-機車;租賃車-小客車,1,25.033189,121.537862
臺北市大安區建國南路2段75-1號前0.0公尺,2019/8/13 下午 01:27:00,大安區,計程車-小客車;普通重型-機車;乘客-人,2,25.03108,121.537532
臺北市大安區建國南路2段75-1號前0.0公尺,2019/5/10 下午 06:57:00,大安區,自用-小客車;普通重型-機車,1,25.031451,121.537507
臺北市大安區建國南路2段79巷前0.0公尺,2019/9/4 上午 06:55:00,大安區,計程車-小客車;普通重型-機車,1,25.03079,121.538001
臺北市大安區建國南路2段前0.0公尺,2019/10/23 上午 06:56:00,大安區,普通重型-機車;普通重型-機車,1,25.025673,121.537923
臺北市大安區建國南路2段前0.0公尺,2019/7/30 下午 06:36:00,大安區,普通重型-機車;普通重型-機車;普通重型-機車,3,25.025737,121.537926
臺北市大安區建國南路2段前0.0公尺,2019/12/31 下午 05:22:00,大安區,普通重型-機車;普通重型-機車,1,25.027905,121.537447
臺北市大安區金華街 / 臺北市大安區愛國東路,2019/9/4 上午 10:44:00,大安區,普通輕型-機車;自用-小客車,1,25.030581,121.523831
臺北市大安區金華街 / 臺北市大安區愛國東路,2019/11/25 下午 07:06:00,大安區,自用-小客車;普通重型-機車,1,25.030616,121.523813
臺北市大安區金華街 / 臺北市大安區潮州街,2019/10/16 上午 07:28:00,大安區,普通重型-機車;普通重型-機車;乘客-人,2,25.030494,121.524252
臺北市大安區金華街 / 臺北市大安區金華街,2019/6/29 下午 03:09:00,大安區,普通輕型-機車;自用-小客車,1,25.029955,121.52801
臺北市大安區金華街 / 臺北市大安區金華街,2019/3/25 下午 07:10:00,大安區,自用-小貨車(含客、貨兩用);行人-人;行人-人,2,25.030116,121.527263
臺北市大安區金華街 / 臺北市大安區金華街,2019/11/17 上午 10:52:00,大安區,普通重型-機車;普通重型-機車,2,25.03013,121.527219
臺北市大安區金華街 / 臺北市大安區金華街,2019/2/3 上午 11:24:00,大安區,普通重型-機車;普通重型-機車,1,25.030142,121.527187
臺北市大安區金華街 / 臺北市大安區金華街,2019/12/1 下午 01:47:00,大安區,普通重型-機車;自用-小客車,1,25.030167,121.523141
臺北市大安區金華街 / 臺北市大安區金華街,2019/4/20 下午 01:50:00,大安區,自用-小客車;普通重型-機車,1,25.030521,121.528315
臺北市大安區金華街 / 臺北市大安區金山南路2段,2019/4/22 上午 07:49:00,大安區,普通重型-機車;自用-小客車;計程車-小客車,1,25.030248,121.526495
臺北市大安區金華街 / 臺北市大安區新生南路2段,2019/5/7 下午 11:15:00,大安區,自用-小客車;行人-人;行人-人,2,25.030603,121.533642
臺北市大安區金華街 / 臺北市大安區信義路2段,2019/6/17 上午 06:58:00,大安區,普通重型-機車;行人-人;民營客運-大客車,2,25.029995,121.531553
臺北市大安區金華街 / 臺北市大安區永康街,2019/6/5 上午 11:57:00,大安區,腳踏自行車-慢車;普通重型-機車;其他人-人,2,25.029766,121.52952
臺北市大安區金華街251號前0.0公尺,2019/11/20 下午 05:50:00,大安區,普通重型-機車;行人-人,1,25.029867,121.531014
臺北市大安區金華街前0.0公尺,2019/4/24 下午 03:19:00,大安區,自用-小客車;普通輕型-機車,1,25.029995,121.531553
臺北市大安區金山南路2段 / 臺北市大安區愛國東路,2019/5/2 下午 09:44:00,大安區,自用-小客車;普通重型-機車,1,25.031702,121.526753
臺北市大安區金山南路2段 / 臺北市大安區愛國東路,2019/8/16 下午 09:55:00,大安區,自用-小客車;普通重型-機車,1,25.031742,121.526813
臺北市大安區金山南路2段 / 臺北市大安區金山南路2段,2019/3/18 下午 03:15:00,大安區,普通重型-機車;普通重型-機車,2,25.027816,121.526209
臺北市大安區金山南路2段 / 臺北市大安區金山南路2段,2019/10/24 上午 10:44:00,大安區,營業用-小貨車(含客、貨兩用);腳踏自行車-慢車,1,25.028053,121.526264
臺北市大安區金山南路2段 / 臺北市大安區金山南路2段,2019/2/1 下午 03:00:00,大安區,營業用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用),1,25.033336,121.52734
臺北市大安區金山南路2段 / 臺北市大安區麗水街,2019/7/7 上午 08:34:00,大安區,普通重型-機車;自用-小客車,1,25.027549,121.528093
臺北市大安區金山南路2段 / 臺北市大安區麗水街,2019/7/7 上午 09:56:00,大安區,自用-小客車;普通重型-機車;行人-人,2,25.032713,121.52904
臺北市大安區金山南路2段 / 臺北市大安區信義路2段,2019/9/14 下午 02:36:00,大安區,普通重型-機車;自用-小客車;乘客-人,1,25.033379,121.527746
臺北市大安區金山南路2段103號前0.0公尺,2019/3/26 下午 01:34:00,大安區,租賃車-小客車;普通重型-機車;乘客-人,2,25.031552,121.526875
臺北市大安區金山南路2段13巷前0.0公尺,2019/3/4 下午 02:35:00,大安區,租賃車-小客車;普通重型-機車,1,25.033454,121.527233
臺北市大安區金山南路2段179號前0.0公尺,2019/1/5 上午 07:41:00,大安區,計程車-小客車;普通重型-機車,1,25.028609,121.526466
臺北市大安區金山南路2段18號前0.0公尺,2019/9/27 下午 02:10:00,大安區,計程車-小客車;普通重型-機車,1,25.033269,121.527061
臺北市大安區金山南路2段192巷前0.0公尺,2019/7/5 上午 10:20:00,大安區,普通重型-機車;計程車-小客車,1,25.028132,121.526037
臺北市大安區金山南路2段218號前0.0公尺,2019/11/21 上午 10:20:00,大安區,普通重型-機車;計程車-小客車,1,25.027646,121.526017
臺北市大安區金山南路2段218號前0.0公尺,2019/6/18 下午 09:58:00,大安區,普通重型-機車;普通重型-機車;乘客-人,2,25.027716,121.526031
臺北市大安區樂利路 / 臺北市大安區和平東路3段,2019/7/19 下午 05:07:00,大安區,自用-小客車;普通重型-機車,1,25.026457,121.55116
臺北市大安區樂利路 / 臺北市大安區通化街,2019/10/5 下午 07:47:00,大安區,行人-人;普通重型-機車,2,25.028305,121.551599
臺北市大安區樂利路 / 臺北市大安區通化街,2019/10/8 上午 08:13:00,大安區,普通重型-機車;自用-小客車,1,25.028354,121.551474
臺北市大安區樂利路105號前0.0公尺,2019/9/5 下午 06:12:00,大安區,自用-小客車;普通重型-機車,1,25.025074,121.55227
臺北市大安區樂利路31號前0.0公尺,2019/10/12 下午 07:00:00,大安區,自用-小客車;普通重型-機車,1,25.027317,121.551581
臺北市大安區樂利路94號前0.0公尺,2019/12/9 下午 02:20:00,大安區,普通重型-機車;腳踏自行車-慢車,1,25.025019,121.552256
臺北市大安區樂業街 / 臺北市大安區樂業街,2019/11/24 下午 03:25:00,大安區,普通重型-機車;普通重型-機車;乘客-人;自用-小貨車(含客、貨兩用),3,25.019368,121.55385
臺北市大安區樂業街 / 臺北市大安區樂業街,2019/2/13 上午 08:39:00,大安區,腳踏自行車-慢車;普通重型-機車,2,25.022895,121.55177
臺北市大安區樂業街116號前0.0公尺,2019/5/7 下午 06:36:00,大安區,計程車-小客車;普通重型-機車,1,25.020914,121.551991
臺北市大安區樂業街45號前0.0公尺,2019/4/7 下午 09:40:00,大安區,自用-小客車;乘客-人;普通重型-機車,1,25.022661,121.550087
臺北市大安區樂業街59號前0.0公尺,2019/1/15 下午 09:46:00,大安區,自用-小客車;普通重型-機車;乘客-人;乘客-人,2,25.022136,121.550567
臺北市大安區麗水街 / 臺北市大安區麗水街,2019/12/12 下午 04:10:00,大安區,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人,2,25.03058,121.528636
臺北市大安區麗水街 / 臺北市大安區永康街,2019/12/4 上午 07:20:00,大安區,自用-小貨車(含客、貨兩用);自用-小客車;普通重型-機車,1,25.032334,121.528982
臺北市大安區麗水街 / 臺北市大安區永康街,2019/5/28 上午 08:03:00,大安區,租賃車-小客車;普通重型-機車;乘客-人,2,25.033212,121.529134
臺北市大安區麗水街25號前0.0公尺,2019/9/8 下午 04:33:00,大安區,自用-小客車;行人-人,1,25.028561,121.5283
臺北市大安區龍安國小前,2019/11/24 下午 04:45:00,大安區,腳踏自行車-慢車;腳踏自行車-慢車,1,25.023603,121.534672
臺北市大安區龍泉街 / 臺北市大安區師大路,2019/3/7 下午 01:49:00,大安區,自用-小客車;普通重型-機車;乘客-人,2,25.022477,121.529258
臺北市大安區龍泉街 / 臺北市大安區師大路,2019/11/20 上午 08:52:00,大安區,普通重型-機車;普通重型-機車,2,25.024188,121.529416
臺北市大安區龍泉街41號前0.0公尺,2019/6/3 下午 06:37:00,大安區,計程車-小客車;行人-人,1,25.023091,121.529315
臺北市大安區羅斯福路2段 / 臺北市大安區杭州南路2段,2019/4/5 下午 09:09:00,大安區,租賃車-小客車;普通重型-機車;乘客-人,2,25.028275,121.521641
臺北市大安區羅斯福路2段 / 臺北市大安區杭州南路2段,2019/8/27 上午 08:20:00,大安區,普通重型-機車;腳踏自行車-慢車,1,25.028287,121.521633
臺北市大安區羅斯福路2段 / 臺北市大安區和平東路1段,2019/2/5 上午 11:43:00,大安區,普通重型-機車;普通重型-機車;乘客-人,2,25.026985,121.52259
臺北市大安區羅斯福路2段 / 臺北市大安區和平東路1段,2019/7/29 上午 08:50:00,大安區,普通重型-機車,1,25.027221,121.522432
臺北市大安區羅斯福路2段 / 臺北市大安區和平東路1段,2019/12/24 上午 12:19:00,大安區,普通重型-機車;自用-小客車,1,25.027223,121.522428
臺北市大安區羅斯福路2段101巷前0.0公尺,2019/4/11 上午 08:15:00,大安區,自用-小客車;普通重型-機車,1,25.024648,121.524419
臺北市大安區羅斯福路2段111號前0.0公尺,2019/6/24 下午 04:10:00,大安區,普通重型-機車;其他人-人,2,25.024499,121.524501
臺北市大安區羅斯福路2段15巷前0.0公尺,2019/4/18 下午 10:51:00,大安區,普通輕型-機車;營業用-曳引車,1,25.027995,121.521846
臺北市大安區羅斯福路2段19號前0.0公尺,2019/1/25 下午 09:04:00,大安區,計程車-小客車;普通重型-機車,1,25.02823,121.521688
臺北市大安區羅斯福路2段75號前0.0公尺,2019/7/5 下午 02:55:00,大安區,自用-小客車;自用-小客車;普通重型-機車;自用-小客車,2,25.026846,121.522698
臺北市大安區羅斯福路2段81-1號前0.0公尺,2019/4/29 下午 07:34:00,大安區,民營公車-大客車;自用-小客車;乘客-人;乘客-人,2,25.025771,121.523553
臺北市大安區羅斯福路2段81-1號前0.0公尺,2019/8/7 下午 08:21:00,大安區,普通重型-機車;普通重型-機車,2,25.025779,121.523524
臺北市大安區羅斯福路2段83號前0.0公尺,2019/3/2 下午 03:00:00,大安區,普通重型-機車;自用-小客車;普通重型-機車;自用-小貨車(含客、貨兩用),1,25.0257,121.523801
臺北市大安區羅斯福路2段89號前0.0公尺,2019/11/20 上午 08:16:00,大安區,普通重型-機車;普通重型-機車;自用-小客車;乘客-人,3,25.022562,121.526171
臺北市大安區羅斯福路2段95號前0.0公尺,2019/9/1 下午 08:15:00,大安區,普通重型-機車;普通重型-機車;乘客-人,2,25.022543,121.526229
臺北市大安區羅斯福路2段95號前0.0公尺,2019/7/10 上午 08:30:00,大安區,普通重型-機車;自用-小客車,1,25.022586,121.526348
臺北市大安區羅斯福路3段 / 臺北市大安區和平東路1段,2019/10/12 下午 07:20:00,大安區,普通重型-機車;普通重型-機車;乘客-人,2,25.026882,121.522678
臺北市大安區羅斯福路3段 / 臺北市大安區和平東路1段,2019/1/28 下午 07:30:00,大安區,普通重型-機車;普通重型-機車,1,25.026985,121.52259
臺北市大安區羅斯福路3段 / 臺北市大安區和平東路1段,2019/1/10 下午 12:17:00,大安區,普通重型-機車;普通重型-機車,1,25.027124,121.522553
臺北市大安區羅斯福路3段 / 臺北市大安區羅斯福路3段,2019/7/23 下午 05:20:00,大安區,自用-小貨車(含客、貨兩用);普通重型-機車;租賃車-小客車;乘客-人,2,25.016597,121.532527
臺北市大安區羅斯福路3段 / 臺北市大安區羅斯福路3段,2019/5/18 下午 04:38:00,大安區,普通重型-機車;自用-小客車,1,25.016815,121.5323
臺北市大安區羅斯福路3段 / 臺北市大安區羅斯福路3段,2019/3/24 下午 01:45:00,大安區,自用-小客車;普通重型-機車;普通重型-機車,1,25.016831,121.532287
臺北市大安區羅斯福路3段 / 臺北市大安區羅斯福路3段,2019/6/22 上午 10:10:00,大安區,普通重型-機車;自用-小貨車(含客、貨兩用);乘客-人;乘客-人,3,25.018891,121.53165
臺北市大安區羅斯福路3段 / 臺北市大安區羅斯福路3段,2019/2/13 上午 09:17:00,大安區,自用-小客車;自用-小客車,1,25.018901,121.531654
臺北市大安區羅斯福路3段 / 臺北市大安區羅斯福路3段,2019/8/24 上午 09:25:00,大安區,普通重型-機車;普通重型-機車,2,25.018901,121.531657
臺北市大安區羅斯福路3段 / 臺北市大安區羅斯福路3段,2019/9/2 下午 12:08:00,大安區,自用-小客車;普通重型-機車,1,25.018973,121.530891
臺北市大安區羅斯福路3段 / 臺北市大安區浦城街,2019/9/12 下午 03:32:00,大安區,自用-小客車;普通重型-機車;乘客-人,2,25.022395,121.52643
臺北市大安區羅斯福路3段 / 臺北市大安區浦城街,2019/4/16 下午 01:30:00,大安區,計程車-小客車;普通重型-機車,1,25.022398,121.52639
臺北市大安區羅斯福路3段 / 臺北市大安區師大路,2019/7/18 下午 06:36:00,大安區,普通重型-機車;普通重型-機車,1,25.020605,121.528357
臺北市大安區羅斯福路3段 / 臺北市大安區師大路,2019/1/25 下午 09:00:00,大安區,普通重型-機車;行人-人,2,25.02114,121.528052
臺北市大安區羅斯福路3段 / 臺北市大安區師大路,2019/10/24 上午 11:18:00,大安區,自用-小客車;普通重型-機車,1,25.021249,121.527715
臺北市大安區羅斯福路3段 / 臺北市大安區師大路,2019/9/15 下午 12:50:00,大安區,自用-小客車;普通重型-機車,1,25.022187,121.526853
臺北市大安區羅斯福路3段 / 臺北市大安區溫州街,2019/8/31 下午 04:21:00,大安區,普通重型-機車;行人-人,1,25.018898,121.53164
臺北市大安區羅斯福路3段 / 臺北市大安區辛亥路1段,2019/7/10 上午 10:45:00,大安區,自用-小客車;普通重型-機車;普通重型-機車,1,25.019534,121.52955
臺北市大安區羅斯福路3段 / 臺北市大安區辛亥路1段,2019/5/22 上午 10:37:00,大安區,自用-小客車;普通重型-機車,1,25.019546,121.529511
臺北市大安區羅斯福路3段 / 臺北市大安區辛亥路1段,2019/5/7 下午 05:55:00,大安區,普通重型-機車;計程車-小客車,1,25.01959,121.529477
臺北市大安區羅斯福路3段 / 臺北市大安區辛亥路1段,2019/3/17 下午 06:45:00,大安區,普通重型-機車;自用-小客車,1,25.019595,121.529422
臺北市大安區羅斯福路3段 / 臺北市大安區辛亥路1段,2019/1/23 上午 01:32:00,大安區,自用-小客車;普通重型-機車,1,25.01962,121.529575
臺北市大安區羅斯福路3段 / 臺北市大安區辛亥路1段,2019/6/17 上午 10:36:00,大安區,計程車-小客車;普通重型-機車,1,25.019627,121.529398
臺北市大安區羅斯福路3段 / 臺北市大安區新生南路3段,2019/11/23 上午 08:30:00,大安區,大型重型1(550C.C.以上)-機車;普通重型-機車,2,25.018784,121.53279
臺北市大安區羅斯福路3段 / 臺北市大安區新生南路3段,2019/7/20 下午 12:55:00,大安區,普通重型-機車;自用-小貨車(含客、貨兩用),1,25.01922,121.531535
臺北市大安區羅斯福路3段167號前0.0公尺,2019/5/14 下午 10:37:00,大安區,計程車-小客車;普通重型-機車;普通重型-機車;普通重型-機車,2,25.0213,121.527662
臺北市大安區羅斯福路3段185號前0.0公尺,2019/10/1 上午 07:57:00,大安區,計程車-小客車;普通重型-機車;乘客-人,2,25.020908,121.528134
臺北市大安區羅斯福路3段193號前0.0公尺,2019/4/20 下午 09:45:00,大安區,計程車-小客車;普通重型-機車,1,25.021065,121.528138
臺北市大安區羅斯福路3段197號前0.0公尺,2019/3/21 下午 12:58:00,大安區,自用-小客車;行人-人,1,25.020967,121.528226
臺北市大安區羅斯福路3段199號前0.0公尺,2019/5/7 上午 09:30:00,大安區,自用-小貨車(含客、貨兩用);乘客-人;普通重型-機車,1,25.020971,121.528239
臺北市大安區羅斯福路3段19號前0.0公尺,2019/12/19 上午 07:56:00,大安區,普通重型-機車;普通重型-機車,1,25.023775,121.524994
臺北市大安區羅斯福路3段231號前0.0公尺,2019/11/19 下午 12:06:00,大安區,自用-小客車;普通重型-機車;普通重型-機車,3,25.019517,121.529592
臺北市大安區羅斯福路3段237號前0.0公尺,2019/8/15 下午 04:33:00,大安區,普通重型-機車;普通重型-機車,2,25.019265,121.529781
臺北市大安區羅斯福路3段239號前0.0公尺,2019/9/22 下午 07:24:00,大安區,普通重型-機車;普通重型-機車,1,25.01931,121.529752
臺北市大安區羅斯福路3段241號前0.0公尺,2019/7/21 下午 12:52:00,大安區,普通重型-機車;普通重型-機車,1,25.019381,121.52993
臺北市大安區羅斯福路3段245號前0.0公尺,2019/11/28 上午 08:45:00,大安區,普通重型-機車;普通重型-機車;普通重型-機車;計程車-小客車,3,25.019291,121.529806
臺北市大安區羅斯福路3段281號前0.0公尺,2019/12/21 上午 11:53:00,大安區,普通重型-機車;自用-小客車,1,25.017877,121.531245
臺北市大安區羅斯福路3段301號前0.0公尺,2019/8/7 下午 07:18:00,大安區,普通重型-機車;普通重型-機車;普通重型-機車,1,25.017416,121.531719
臺北市大安區羅斯福路3段309號前0.0公尺,2019/10/3 上午 08:55:00,大安區,計程車-小客車;普通重型-機車;普通重型-機車;普通重型-機車,2,25.017403,121.531961
臺北市大安區羅斯福路3段31號前0.0公尺,2019/2/2 下午 02:57:00,大安區,計程車-小客車;普通重型-機車;自用-小客車;普通重型-機車,2,25.022668,121.525619
臺北市大安區羅斯福路3段333巷11號前0.0公尺,2019/3/30 上午 10:30:00,大安區,自用-小客車;普通重型-機車;乘客-人,2,25.017577,121.532716
臺北市大安區羅斯福路3段337號前0.0公尺,2019/6/2 下午 08:37:00,大安區,普通重型-機車;普通輕型-機車;乘客-人,2,25.01691,121.532412
臺北市大安區羅斯福路3段81號前0.0公尺,2019/11/9 下午 02:42:00,大安區,普通重型-機車;普通重型-機車,1,25.022668,121.526277
臺北市大安區羅斯福路3段99號前0.0公尺,2019/5/1 上午 09:35:00,大安區,普通重型-機車;自用-小客車,1,25.022451,121.526556
臺北市大安區羅斯福路3段前0.0公尺,2019/7/2 下午 12:32:00,大安區,普通重型-機車;自用-小客車,1,25.017791,121.531326
臺北市大安區羅斯福路4段 / 臺北市大安區基隆路4段,2019/3/5 上午 10:37:00,大安區,普通重型-機車;自用-小客車,1,25.01087,121.537071
臺北市大安區羅斯福路4段 / 臺北市大安區基隆路4段,2019/7/6 下午 03:12:00,大安區,普通重型-機車;普通重型-機車;乘客-人,2,25.011328,121.537274
臺北市大安區羅斯福路4段 / 臺北市大安區基隆路4段,2019/4/3 上午 09:24:00,大安區,普通重型-機車;普通重型-機車;普通重型-機車,1,25.010915,121.537167
